timestamp,open,high,low,close,volume,Denominated_Coin_Volume
2025-07-29 05:56:00+08:00,183.887,183.887,183.64,183.64,1789.6,328923.1534
2025-07-29 05:57:00+08:00,183.64,183.654,183.442,183.565,3119,572470.9588
2025-07-29 05:58:00+08:00,183.565,184.103,183.565,184.103,1866.2,343056.3192
2025-07-29 05:59:00+08:00,184.103,184.215,184.102,184.201,1133.6,208789.7872
2025-07-29 06:00:00+08:00,184.201,184.217,183.942,184.195,2841.4,523157.2854
2025-07-29 06:01:00+08:00,184.195,184.34,184.101,184.281,2080,383220.4554
2025-07-29 06:02:00+08:00,184.281,184.444,184.181,184.301,3352.8,617941.6368
2025-07-29 06:03:00+08:00,184.301,184.393,184.139,184.291,2167,399427.076
2025-07-29 06:04:00+08:00,184.291,184.291,183.941,183.941,487.8,89805.3992
2025-07-29 06:05:00+08:00,183.941,184.334,183.931,184.331,3679.4,677283.2442
2025-07-29 06:06:00+08:00,184.331,184.484,184.317,184.401,2017.2,372035.3098
2025-07-29 06:07:00+08:00,184.401,184.573,184.372,184.564,2700.4,498252.5568
2025-07-29 06:08:00+08:00,184.564,184.586,184.426,184.543,1556.4,287123.6352
2025-07-29 06:09:00+08:00,184.543,184.543,184.063,184.063,999.2,184219.7834
2025-07-29 06:10:00+08:00,184.063,184.113,183.916,183.995,2298.4,422912.4044
2025-07-29 06:11:00+08:00,183.995,184.014,183.511,183.512,5183.8,952438.553
2025-07-29 06:12:00+08:00,183.512,183.714,183.511,183.669,1963,360455.9382
2025-07-29 06:13:00+08:00,183.669,183.968,183.659,183.77,625.2,114938.8318
2025-07-29 06:14:00+08:00,183.77,183.972,183.77,183.972,1777.6,326875.3208
2025-07-29 06:15:00+08:00,183.972,184.073,183.669,183.683,1159.4,213210.6318
2025-07-29 06:16:00+08:00,183.683,183.715,183.461,183.622,1686,309416.6148
2025-07-29 06:17:00+08:00,183.622,183.893,183.622,183.873,583,107140.261
2025-07-29 06:18:00+08:00,183.873,184.065,183.775,183.996,610.2,112250.3214
2025-07-29 06:19:00+08:00,183.996,184.099,183.645,183.645,1155.2,212448.9512
2025-07-29 06:20:00+08:00,183.645,183.671,183.37,183.37,3636.8,667351.9358
2025-07-29 06:21:00+08:00,183.37,183.531,183.241,183.376,2187.8,401162.657
2025-07-29 06:22:00+08:00,183.376,183.433,183.242,183.344,1011.4,185465.332
2025-07-29 06:23:00+08:00,183.344,183.389,183.257,183.309,1001.6,183624.058
2025-07-29 06:24:00+08:00,183.309,183.726,183.309,183.726,540,99098.2788
2025-07-29 06:25:00+08:00,183.726,183.726,183.5,183.624,1029.2,188939.0026
2025-07-29 06:26:00+08:00,183.624,183.899,183.533,183.899,582.4,107095.5114
2025-07-29 06:27:00+08:00,183.899,183.899,183.752,183.763,780.4,143449.4824
2025-07-29 06:28:00+08:00,183.763,183.82,183.627,183.69,998,183331.4278
2025-07-29 06:29:00+08:00,183.69,183.69,183.53,183.55,567.6,104221.5818
2025-07-29 06:30:00+08:00,183.55,183.674,183.263,183.263,1943.2,356538.137
2025-07-29 06:31:00+08:00,183.263,183.263,183,183.01,5820.4,1065757.1076
2025-07-29 06:32:00+08:00,183.01,183.323,183.01,183.195,1778.2,325788.8818
2025-07-29 06:33:00+08:00,183.195,183.242,182.927,182.971,3426.6,627221.1652
2025-07-29 06:34:00+08:00,182.971,183.14,182.896,182.958,43942,8040093.4736
2025-07-29 06:35:00+08:00,182.958,183.053,182.831,183.034,912.2,166906.1938
2025-07-29 06:36:00+08:00,183.034,183.273,182.976,183.243,1953.4,357759.8108
2025-07-29 06:37:00+08:00,183.243,183.279,182.975,183.22,2116,387567.569
2025-07-29 06:38:00+08:00,183.22,183.392,183.131,183.133,711.6,130445.3168
2025-07-29 06:39:00+08:00,183.133,183.237,182.992,182.992,1154.2,211396.508
2025-07-29 06:40:00+08:00,182.992,182.999,182.803,182.816,1147.2,209832.056
2025-07-29 06:41:00+08:00,182.816,182.816,182.305,182.443,31557.6,5758550.3432
2025-07-29 06:42:00+08:00,182.443,182.584,182.336,182.573,3427.2,625219.284
2025-07-29 06:43:00+08:00,182.573,182.603,182.085,182.234,17945,3271249.861
2025-07-29 06:44:00+08:00,182.234,182.842,182.234,182.744,3968.4,724798.9362
2025-07-29 06:45:00+08:00,182.744,182.744,182.551,182.596,3821.2,697865.4764
2025-07-29 06:46:00+08:00,182.596,182.769,182.501,182.769,1361.2,248560.8192
2025-07-29 06:47:00+08:00,182.769,182.789,182.604,182.782,3567.6,651810.189
2025-07-29 06:48:00+08:00,182.782,183.142,182.782,183.142,14939.4,2732816.268
2025-07-29 06:49:00+08:00,183.142,183.209,182.928,182.928,1262.2,231087.653
2025-07-29 06:50:00+08:00,182.928,183.199,182.911,182.959,2158.2,394858.696
2025-07-29 06:51:00+08:00,182.959,183.338,182.916,183.324,1569.2,287575.837
2025-07-29 06:52:00+08:00,183.324,183.4,183.263,183.37,1608.8,294974.0838
2025-07-29 06:53:00+08:00,183.37,183.426,183.258,183.258,1238.6,227084.1974
2025-07-29 06:54:00+08:00,183.258,183.3,183.25,183.299,701.8,128628.0416
2025-07-29 06:55:00+08:00,183.299,183.35,183.081,183.086,731,133938.5784
2025-07-29 06:56:00+08:00,183.086,183.237,183.028,183.237,820,150168.0298
2025-07-29 06:57:00+08:00,183.237,183.418,183.095,183.418,292.2,53540.8644
2025-07-29 06:58:00+08:00,183.418,183.434,183.324,183.337,1555.8,285288.1912
2025-07-29 06:59:00+08:00,183.337,183.581,183.337,183.581,4013.4,736295.3044
2025-07-29 07:00:00+08:00,183.581,183.648,183.407,183.582,1316,241628.5898
2025-07-29 07:01:00+08:00,183.582,183.63,183.247,183.247,1115,204629.2906
2025-07-29 07:02:00+08:00,183.247,183.417,183.174,183.348,404.8,74212.2294
2025-07-29 07:03:00+08:00,183.348,183.348,182.948,183.115,2691.2,492726.3854
2025-07-29 07:04:00+08:00,183.115,183.609,183.114,183.606,1134.2,207949.5346
2025-07-29 07:05:00+08:00,183.606,183.865,183.535,183.838,4276.8,785515.6644
2025-07-29 07:06:00+08:00,183.838,183.979,183.778,183.784,2048.2,376645.3474
2025-07-29 07:07:00+08:00,183.784,183.82,183.676,183.721,3590.4,659842.2834
2025-07-29 07:08:00+08:00,183.721,183.744,183.579,183.711,964.2,177100.1328
2025-07-29 07:09:00+08:00,183.711,183.741,183.5,183.5,470.2,86327.103
2025-07-29 07:10:00+08:00,183.5,183.768,183.5,183.607,313.6,57579.277
2025-07-29 07:11:00+08:00,183.607,183.664,183.428,183.515,2258.8,414541.5264
2025-07-29 07:12:00+08:00,183.515,183.539,183.407,183.515,1168,214297.8276
2025-07-29 07:13:00+08:00,183.515,183.515,183.267,183.355,1171.8,214845.1628
2025-07-29 07:14:00+08:00,183.355,183.496,183.288,183.416,2992.2,548666.8408
2025-07-29 07:15:00+08:00,183.416,183.606,183.416,183.606,1075,197264.2088
2025-07-29 07:16:00+08:00,183.606,183.734,183.51,183.634,154.8,28432.7104
2025-07-29 07:17:00+08:00,183.634,183.749,183.513,183.577,4643.6,852922.9612
2025-07-29 07:18:00+08:00,183.577,183.594,183.299,183.477,1025,188065.4932
2025-07-29 07:19:00+08:00,183.477,183.662,183.477,183.639,1118.6,205379.1544
2025-07-29 07:20:00+08:00,183.639,183.81,183.569,183.768,739.4,135856.7312
2025-07-29 07:21:00+08:00,183.768,183.822,183.719,183.822,951.8,174893.5466
2025-07-29 07:22:00+08:00,183.822,184.007,183.822,183.885,1842.4,338822.3188
2025-07-29 07:23:00+08:00,183.885,183.885,183.701,183.849,2907,534344.2606
2025-07-29 07:24:00+08:00,183.849,183.872,183.624,183.71,1314.4,241616.7108
2025-07-29 07:25:00+08:00,183.71,183.738,183.188,183.188,1938,355347.2174
2025-07-29 07:26:00+08:00,183.188,183.188,182.963,182.963,4131.4,756459.0294
2025-07-29 07:27:00+08:00,182.963,183.204,182.961,183.148,976.2,178720.6282
2025-07-29 07:28:00+08:00,183.148,183.228,183.113,183.135,995,182240.9278
2025-07-29 07:29:00+08:00,183.135,183.135,182.956,182.985,1289.8,236035.4344
2025-07-29 07:30:00+08:00,182.985,183.148,182.91,183.13,5344.8,978533.5208
2025-07-29 07:31:00+08:00,183.13,183.415,183.09,183.415,1190.4,218164.0388
2025-07-29 07:32:00+08:00,183.415,183.65,183.415,183.551,1036.8,190304.7274
2025-07-29 07:33:00+08:00,183.551,183.657,183.478,183.629,747.4,137211.2552
2025-07-29 07:34:00+08:00,183.629,183.698,183.508,183.591,167,30661.7674
2025-07-29 07:35:00+08:00,183.591,183.629,183.227,183.286,4675.8,857359.2526
2025-07-29 07:36:00+08:00,183.286,183.658,183.286,183.63,1170.8,214810.2128
2025-07-29 07:37:00+08:00,183.63,183.63,183.406,183.482,1321,242424.1008
2025-07-29 07:38:00+08:00,183.482,183.733,183.478,183.687,1862,341872.5502
2025-07-29 07:39:00+08:00,183.687,183.704,183.6,183.655,1509,277133.3508
2025-07-29 07:40:00+08:00,183.655,183.744,183.585,183.601,988.4,181507.29
2025-07-29 07:41:00+08:00,183.601,183.646,183.5,183.533,340.2,62446.8624
2025-07-29 07:42:00+08:00,183.533,183.533,183.238,183.239,1234.2,226253.0514
2025-07-29 07:43:00+08:00,183.239,183.239,183.031,183.031,489.8,89695.5864
2025-07-29 07:44:00+08:00,183.031,183.031,182.924,182.942,1484.8,271696.7544
2025-07-29 07:45:00+08:00,182.942,183.118,182.851,183.101,1762.2,322409.521
2025-07-29 07:46:00+08:00,183.101,183.101,182.806,182.904,6073.4,1111313.037
2025-07-29 07:47:00+08:00,182.904,183.081,182.883,183.071,915,167477.984
2025-07-29 07:48:00+08:00,183.071,183.253,183.067,183.237,8808.8,1613535.2498
2025-07-29 07:49:00+08:00,183.237,183.272,182.981,183.059,1368.6,250663.792
2025-07-29 07:50:00+08:00,183.059,183.132,182.949,183.049,1307.6,239303.5072
2025-07-29 07:51:00+08:00,183.049,183.097,182.607,182.607,1419.2,259441.4068
2025-07-29 07:52:00+08:00,182.607,182.655,182.462,182.477,2739.6,500081.2218
2025-07-29 07:53:00+08:00,182.477,182.504,182.304,182.304,1917.8,349817.4648
2025-07-29 07:54:00+08:00,182.304,182.323,182.173,182.323,3344.8,609537.9182
2025-07-29 07:55:00+08:00,182.323,182.453,182.25,182.321,2836.6,517211.217
2025-07-29 07:56:00+08:00,182.321,182.404,182.245,182.273,2919.8,532321.6838
2025-07-29 07:57:00+08:00,182.273,182.449,182.156,182.449,2142.2,390445.8446
2025-07-29 07:58:00+08:00,182.449,182.721,182.449,182.721,1210.4,220964.8338
2025-07-29 07:59:00+08:00,182.721,183.034,182.691,183.033,1022,186911.014
2025-07-29 08:00:00+08:00,183.033,183.034,182.69,182.887,2246.2,410767.7528
2025-07-29 08:01:00+08:00,182.887,182.926,182.617,182.617,1250,228535.0378
2025-07-29 08:02:00+08:00,182.617,182.91,182.583,182.852,4084.2,745890.1298
2025-07-29 08:03:00+08:00,182.852,183.357,182.852,183.357,1930.8,353661.8388
2025-07-29 08:04:00+08:00,183.357,183.392,183.224,183.323,2911.6,533808.639
2025-07-29 08:05:00+08:00,183.323,183.479,183.287,183.359,2041.4,374472.592
2025-07-29 08:06:00+08:00,183.359,183.626,183.312,183.626,1853.4,339998.7502
2025-07-29 08:07:00+08:00,183.626,183.894,183.626,183.824,9547.4,1754547.041
2025-07-29 08:08:00+08:00,183.824,184.024,183.668,183.94,31773.4,5842488.0098
2025-07-29 08:09:00+08:00,183.94,184.081,183.818,183.833,3517,646920.2376
2025-07-29 08:10:00+08:00,183.833,183.939,183.699,183.939,3313.8,609042.6682
2025-07-29 08:11:00+08:00,183.939,184.056,183.88,183.935,3113,572797.108
2025-07-29 08:12:00+08:00,183.935,184.038,183.893,184.027,2805.2,516161.5714
