OKX_KC_XRP_KC_2_1_10_0.435,2025-09-19T17:19:00,3.038692718972618,3.0388112226228983,3.0387981376084396,3.038798356713329,3.0405,3.0397,3.0387,3.0388,24.175128916316492,0.0012141968267876343,0.03850518867632585,40.05
BINANCE_KC_DOGE_KC_2_1_10_0.51,2025-09-19T17:24:00,0.2756215642065255,0.27563079194693424,0.27562363995317724,0.2755914470175093,0.27567,0.2757,0.27557,0.27535,11.539888142341345,0.00023027240581732344,0.1953631951940835,921420.0
OKX_KC_DOGE_KC_2_1_10_0.51,2025-09-19T17:24:00,0.275669671790097,0.2756802986383209,0.2756755576220479,0.2756490214312187,0.27572,0.27576,0.27564,0.27545,12.17871435833407,0.0002372799530198025,0.2459578277170241,951.34
BITGET_KC_DOGE_KC_2_1_10_0.51,2025-09-19T17:24:00,0.27591179842351715,0.2759304103736916,0.2759256562120808,0.27590263783418895,0.27594,0.27607,0.27589,0.27573,12.236750395112617,0.00021151775777032865,0.4193635116495889,653898.1507
GATE_KC_DOGE_KC_2_1_10_0.51,2025-09-19T17:24:00,0.2756764338083623,0.2756921474779668,0.27568836542173536,0.275680322430943,0.27575,0.27581,0.27566,0.27562,10.17422723087765,0.00020828761935287206,0.006406260302465399,1425.0
GATE_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:26:00,4538.71623669185,4538.8319735516325,4538.269388427911,4537.772989789332,4540.65,4539.7,4534.05,4534.05,23.36142675931335,1.8924890141644013,0.06984809908790493,10939.0
BITGET_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:26:00,4538.056881883537,4538.200778132533,4537.654804234588,4537.143650795224,4539.71,4539.28,4533.56,4533.31,23.80919174499439,1.6801633406255416,0.5710937901161376,698.462506
OKX_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:26:00,4538.591046371424,4538.712099739492,4538.163617417199,4537.685544779882,4540.21,4539.62,4534.05,4534.1,21.210124382776524,1.7590246816283763,0.029052177497829946,451.22
BINANCE_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:26:00,4538.230713796151,4538.351806290721,4537.808064374165,4537.357703859557,4540.01,4539.26,4533.73,4533.98,22.52352772431046,1.8572927164552984,0.34919757094506043,819.864
BITGET_KC_BTC_KC_2_2_10_0.232,2025-09-19T17:27:00,116869.33140097014,116863.23358909131,116857.1708139041,116851.8095416801,116833.4,116817.5,116811.7,116811.6,30.27383490277555,11.683045156267204,0.09808913619147744,1.97142074
OKX_KC_BTC_KC_2_2_10_0.232,2025-09-19T17:28:00,116863.1776547769,116856.58028362667,116847.87672084705,116836.37357721798,116814.0,116807.1,116782.6,116750.1,30.61510043042304,17.656967278256154,0.3476392361333412,740.85
GATE_KC_BTC_KC_2_2_10_0.232,2025-09-19T17:28:00,116861.5055550462,116855.3990191584,116848.34031102211,116838.18262737244,116817.0,116809.6,116795.4,116762.0,30.54541702919239,18.035528454372038,0.3936077710750343,105917.0
BITGET_KC_SOL_KC_2_2_10_0.36,2025-09-19T17:29:00,243.69899326418644,243.60181758604685,243.5016037523943,243.42259154623025,242.995,242.873,242.75,242.83,32.2197742041893,0.17495443030832097,0.5688383659867026,3439.23259
BINANCE_KC_SOL_KC_2_2_0.2_0.36,2025-09-19T17:29:00,243.64517305556978,243.54691740197333,243.44845653115294,243.37216752748787,242.95,242.81,242.71,242.8,30.529364063717903,0.1931731753784638,0.7155750012493197,8713.29
BITGET_KC_SOL_KC_2_2_0.2_0.36,2025-09-19T17:29:00,243.69899326418644,243.60181758604685,243.5016037523943,243.42341507564203,242.995,242.873,242.75,242.837,32.2197742041893,0.1762401445940353,0.6568577518617467,3972.13259
GATE_KC_BTC_KC_2_2_0.3_0.35,2025-09-19T17:30:00,116848.34031102211,116834.46498031363,116826.71615910027,116819.89072861787,116795.4,116730.4,116768.6,116768.7,36.78219471606085,20.667696910729028,0.20522854485633552,55787.0
BITGET_KC_BTC_KC_2_2_0.3_0.35,2025-09-19T17:30:00,116849.08012991538,116834.91776169004,116827.2803779618,116821.870921731,116788.4,116728.7,116770.0,116781.3,39.73484784482874,18.368474149221697,0.07374271812607276,1.52557394
OKX_KC_BTC_KC_2_2_0.3_0.35,2025-09-19T17:30:00,116847.87672084705,116834.8912242768,116827.35108024423,116822.86271786256,116782.6,116737.5,116770.8,116789.2,35.412478519463654,20.525613914122776,0.36529967808074804,782.44
GATE_KC_ETH_KC_2_2_10_0.304,2025-09-19T17:30:00,4536.931530782975,4535.780762455566,4535.118319813734,4534.527929247412,4530.4,4527.15,4530.15,4530.1,32.041497190927096,2.2591901853946306,0.04907873545719847,7711.0
GATE_KC_XRP_KC_2_2_10_0.435,2025-09-19T17:30:00,3.0373219279311114,3.0366252305274513,3.036092850465398,3.035658397469469,3.0333,3.0314,3.0321,3.0324,30.286816694399594,0.0013886204038335139,0.02079629732826367,283.0
OKX_KC_SOL_KC_2_1_0.2_0.36,2025-09-19T17:30:00,243.5540863986343,243.45595858703027,243.38113992973257,243.3268881732934,242.84,242.72,242.82,242.92,29.754100644303765,0.18390931090100215,0.1945936405689877,1246.98
OKX_KC_XRP_KC_2_2_10_0.435,2025-09-19T17:30:00,3.0375075816609396,3.0368243367596524,3.0363391206702817,3.035958047650248,3.0334,3.0317,3.0327,3.0331,30.664728801102427,0.0012986766806453141,0.04704355185060767,48.97
BINANCE_KC_BTC_KC_2_2_0.3_0.35,2025-09-19T17:30:00,116846.30575671972,116832.6227265174,116824.70240575064,116817.71388742703,116800.0,116730.0,116765.3,116765.3,37.1247150319431,19.5173818339504,0.0008227938062933171,0.038
BINANCE_KC_ETH_KC_2_2_10_0.304,2025-09-19T17:30:00,4536.47562105255,4535.298489164015,4534.619843380014,4534.171626511777,4529.86,4526.47,4529.53,4530.81,30.558486819832424,2.2656538232684054,0.04634937148106349,108.615
OKX_KC_XRP_KC_2_1_10_0.435,2025-09-19T17:30:00,3.0375075816609396,3.0368243367596524,3.0363391206702817,3.0360404005914248,3.0334,3.0317,3.0327,3.0338,29.843754561585808,0.0013486766806452926,0.1741312610060308,181.31
OKX_KC_SOL_KC_2_1_10_0.36,2025-09-19T17:31:00,243.45595858703027,243.38113992973257,243.33041758505814,243.28448610446307,242.72,242.82,242.95,242.94,29.959319777490308,0.17949742134684676,0.05675421690527055,363.82
BITGET_KC_ETH_KC_2_2_10_0.304,2025-09-19T17:31:00,4535.205349947431,4534.556485247734,4534.228663453882,4533.961761871073,4526.54,4529.69,4531.77,4531.96,30.89867560742174,2.076006987845182,0.010319225585338073,12.519659
OKX_KC_SOL_KC_2_1_0.2_0.36,2025-09-19T17:31:00,243.45595858703027,243.38113992973257,243.33041758505814,243.289191986816,242.72,242.82,242.95,242.98,29.959319777490308,0.1844974213468483,0.6279472270458207,4030.22
BINANCE_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:31:00,4535.298489164015,4534.619843380014,4534.297508864718,4534.078978410045,4526.47,4529.53,4531.88,4532.44,29.916187729433428,2.238974468545123,0.047032544511849704,109.952
BITGET_KC_XRP_KC_2_2_10_0.435,2025-09-19T17:32:00,3.0361928433122163,3.035887802922544,3.0353362966963617,3.0349673206144367,3.0326,3.0336,3.0312,3.0322,31.697805313494708,0.001450498361381183,0.06771593561866025,6983.3304
GATE_KC_SOL_KC_2_2_10_0.36,2025-09-19T17:32:00,243.42979703418976,243.38158561840274,243.33786966329654,243.29929676173225,242.88,243.02,243.01,243.01,30.660465385787006,0.17315471436420943,0.008538197734320303,64.0
BITGET_KC_SOL_KC_2_2_10_0.36,2025-09-19T17:32:00,243.42706213446556,243.37811364805785,243.3336296894628,243.30579090246718,242.868,243.011,243.0,243.097,34.134136014060104,0.17465963055558678,0.031832086575330154,192.8
OKX_KC_XRP_KC_2_2_10_0.435,2025-09-19T17:32:00,3.0363391206702817,3.0360286358855424,3.0354958551931253,3.035143401640993,3.0327,3.0337,3.0315,3.0325,32.75937886524266,0.0014205426481074227,0.15804761136107978,165.37
BITGET_KC_ETH_KC_2_1_10_0.304,2025-09-19T17:32:00,4534.556485247734,4534.228663453882,4533.991173635778,4534.065153208039,4529.69,4531.77,4532.21,4534.62,29.34162901399392,2.133026896876639,0.01044171467275515,12.63
BITGET_KC_SOL_KC_2_2_0.2_0.36,2025-09-19T17:32:00,243.42706213446556,243.37811364805785,243.3336296894628,243.31508502011422,242.868,243.011,243.0,243.176,33.14098809367058,0.18280248769844423,0.15562007805258185,942.8
BITGET_KC_SOL_KC_2_2_10_0.36,2025-09-19T17:33:00,243.37811364805785,243.3336296894628,243.3024967848201,243.28243833954716,243.011,243.0,243.069,243.132,32.81428537797588,0.17424516714855653,0.006247524594433095,37.84615
